FIPS,stateFIPS,countyFIPS_2d,County,State,Cases,Deaths,Poverty,Population,W_Male,W_Female,B_Male,B_Female,H_Male,H_Female,I_Male,I_Female,A_Male,A_Female,NH_Male,NH_Female,Risk_Index,Risk_Cat
1001,1,1,Autauga County,AL,10.59026449,6.812345094,10.91641486,10.93076494,10.65135963,10.69012508,9.282754052,9.414912538,7.903226809,7.787796878,5.978885765,6.100318952,6.588926478,6.778784898,4.465908119,4.317488114,65.42,Above Average
1003,1,3,Baldwin County,AL,11.25117101,6.864847778,12.27957865,12.31597583,12.16285194,12.21978322,9.895052074,9.957738967,9.73447701,9.629182277,7.908754739,7.87245515,7.756623335,8.129764446,5.537334267,5.587248658,68.39,Above Average
1005,1,5,Barbour County,AL,10.11151747,5.043425117,9.997842731,10.11399156,9.465447598,9.359449795,9.45273738,9.330786525,7.552762084,7.291656209,5.65248918,5.204006687,4.844187086,4.94875989,4.276666119,3.713572067,97.09,High
1007,1,7,Bibb County,AL,9.520468633,4.634728988,9.914031766,10.01654834,9.777640843,9.739555861,8.691314552,8.221210094,6.944087208,6.746412129,5.068904202,5.017279837,4.276666119,4.290459441,3.912023005,2.772588722,83.36,Above Average
1009,1,9,Blount County,AL,9.868430161,4.406719247,10.95497329,10.96519378,10.91264913,10.94575874,7.068172,6.98471632,9.092569836,8.980423936,6.383506635,6.393590754,5.446737372,5.579729826,4.624972813,4.127134385,81.75,Above Average
1011,1,11,Bullock County,AL,10.05933679,6.476972363,9.04640868,9.220389708,8.109224953,7.682482447,8.918114659,8.824971966,7.224753406,7.140453043,4.718498871,4.709530201,3.401197382,3.496507561,4.477336814,4.304065093,99.01,Very high
1013,1,13,Butler County,AL,10.71550607,7.586803535,9.868585501,9.875499516,9.18440699,9.277625119,8.965206803,9.188708072,6.152732695,6.03068526,4.753590191,4.820281566,5.869296913,5.480638923,2.564949357,2.397895273,99.44,Very high
1015,1,15,Calhoun County,AL,10.45345696,6.042632834,11.62066714,11.6404828,11.33526901,11.39667251,10.04611495,10.18979368,8.882391706,8.835646923,6.908754779,6.879355804,6.981005741,7.315883505,5.375278408,5.356586275,91.49,High
1017,1,17,Chambers County,AL,10.87751875,7.937731775,10.40807375,10.41193034,9.825526011,9.894547711,9.439227398,9.576371411,7.275864601,7.10824414,5.252273428,5.123963979,6.242223265,5.683579767,3.295836866,2.890371758,98.7,Very high
1019,1,19,Cherokee County,AL,8.921857979,5.996452089,10.15346776,10.17336201,10.09621313,10.12523012,7.090076836,7.020190708,6.548219103,6.501289671,5.690359454,5.683579767,4.59511985,5.036952602,2.63905733,2.48490665,90.01,High
1021,1,21,Chilton County,AL,9.956364592,5.451038454,10.68398147,10.70162518,10.55116655,10.5890309,8.452121195,8.488176242,8.703340753,8.511577453,5.908082938,5.840641657,5.442417711,5.690359454,4.718498871,4.276666119,90.84,High
1023,1,23,Choctaw County,AL,9.66516691,6.675823222,9.447938944,9.440578696,8.858795106,8.912742635,8.469891918,8.664060267,5.111987788,5.393627546,3.871201011,3.713572067,3.17805383,3.737669618,0.693147181,1.098612289,99.2,Very high
1025,1,25,Clarke County,AL,9.908624337,5.940171253,10.06934092,10.06993376,9.409764837,9.474702639,9.192685437,9.356602879,6.196444128,6.109247583,5.017279837,5.293304825,4.744932128,4.875197323,2.397895273,2.48490665,97.8,High
1027,1,27,Clay County,AL,8.644002038,5.267858159,9.471627133,9.490620115,9.298351249,9.338997404,7.504391559,7.602401336,6.542471961,6.418364936,4.672828834,4.96284463,3.912023005,4.007333185,1.098612289,1.098612289,93.6,High
1029,1,29,Cleburne County,AL,8.135639903,4.615120517,9.598998362,9.609787408,9.552652665,9.577618899,6.077642243,6.240275845,6.461468176,6.278521424,4.65396035,4.844187086,3.526360525,4.077537444,3.135494216,1.386294361,84.44,Above Average
1031,1,31,Coffee County,AL,10.34875013,5.135798437,10.84404154,10.86555439,10.59835825,10.61530927,9.132486933,9.199784858,8.810608796,8.709300049,6.943122423,6.974478911,6.787844982,7.184629153,5.733341277,5.375278408,82.96,Above Average
1033,1,33,Colbert County,AL,10.37383487,6.152732695,10.89923621,10.91946071,10.67643895,10.74815338,9.046173026,9.208739091,7.947678571,7.877776333,6.408528791,6.388561406,5.888877958,6.208590026,3.988984047,4.110873864,81.5,Above Average
1035,1,35,Conecuh County,AL,9.418898065,5.736572297,9.408371222,9.398229733,8.744966011,8.758412389,8.535622327,8.718663567,6.139884552,5.973809612,4.644390899,4.49980967,3.688879454,3.80666249,2.079441542,1.791759469,99.94,Very high
1037,1,37,Coosa County,AL,8.557567086,4.770684624,9.253591414,9.274535084,8.892061626,8.867568333,8.084254106,8.135639903,6.148468296,5.988961417,4.727387819,4.430816799,3.258096538,3.63758616,2.833213344,3.17805383,99.07,Very high
1039,1,39,Covington County,AL,10.08772394,6.315358002,10.50125205,10.51999664,10.33432797,10.38739409,8.401108712,8.551401363,6.955592608,6.963189986,6.035481433,5.96870756,5.323009979,5.407171771,2.63905733,2.564949357,86.51,High
1041,1,41,Crenshaw County,AL,9.232982102,5.433722004,9.520615293,9.530392824,9.203617826,9.232493177,8.045267717,8.201111644,6.335054251,6.124683391,4.859812404,4.976733742,5.176149733,5.036952602,2.564949357,1.945910149,96.29,High
1043,1,43,Cullman County,AL,10.44461927,5.529429088,11.31649687,11.33580635,11.28767971,11.31055221,7.309212366,7.13009851,8.674367866,8.62137301,6.802394763,6.774223886,6.274762021,6.735780014,4.48863637,4.454347296,91.37,High
1045,1,45,Dale County,AL,10.0286654,5.204006687,10.77636961,10.80307963,10.52121051,10.50968699,9.201198714,9.34171945,8.633552993,8.510168576,6.532334292,6.426488457,6.50578406,7.009408933,4.744932128,4.983606622,85.43,High
1047,1,47,Dallas County,AL,10.90224267,6.56667243,10.53823732,10.52395651,9.205830216,9.293485953,10.08468348,10.26948392,6.580639137,6.37502482,5.308267697,4.912654886,5.332718793,5.170483995,3.258096538,3.091042453,98.58,Very high
1049,1,49,DeKalb County,AL,10.88055348,6.144185634,11.16257335,11.17763453,11.1054834,11.12121532,7.37337431,7.317876199,9.756726171,9.634561809,7.632885505,7.582229194,6.152732695,5.986452005,6.226536669,6.054439346,56.88,Above Average
1051,1,51,Elmore County,AL,11.03860855,7.142036575,11.24807411,11.30478136,11.00174978,11.07091047,9.742379392,9.800402224,8.278936002,8.262042844,6.487684018,6.513230111,6.579251212,6.762729507,4.795790546,4.8978398,79.43,Above Average
1053,1,53,Escambia County,AL,10.10168246,6.298949247,10.43261468,10.50870475,10.03841172,10.06279634,9.405660415,9.319643107,7.398174093,7.162397497,7.370860167,7.381501895,5.141663557,5.198497031,3.970291914,3.663561646,97.28,High
1055,1,55,Etowah County,AL,10.96391326,7.17930797,11.51597082,11.5353521,11.30348756,11.35843306,9.652780083,9.777527425,8.820108645,8.715552126,6.954638865,6.878326468,6.849066283,6.878326468,5.874930731,5.743003188,86.3,High
1057,1,57,Fayette County,AL,8.531293316,4.672828834,9.690356211,9.699043079,9.529593783,9.578518895,7.571988449,7.619724214,6.255750042,6.194405391,4.762173935,4.672828834,3.931825633,4.882801923,1.098612289,1.791759469,99.13,Very high
1059,1,59,Franklin County,AL,11.05079476,6.820016365,10.34093571,10.35335225,10.27660163,10.27425769,7.424165281,7.189167738,9.16293425,8.909235279,6.489204931,6.453624999,4.890349128,4.927253685,4.060443011,4.510859507,79.43,Above Average
1061,1,61,Geneva County,AL,8.753055515,2.48490665,10.16577489,10.17622095,10.02654554,10.07175244,7.822044008,7.888334501,7.479864131,7.346655163,6.001414878,6.011267174,4.718498871,4.859812404,3.401197382,3.36729583,93.88,High
1063,1,63,Greene County,AL,9.515248225,6.304448802,9.008713664,9.000976444,7.313220387,7.357556201,8.713582005,8.842893331,5.411646052,5.313205979,3.912023005,3.610917913,3.17805383,3.465735903,0,0.693147181,97.19,High
1065,1,65,Hale County,AL,10.01717332,7.129297549,9.580730827,9.592263872,8.692657961,8.709300049,8.966611387,9.128370809,5.826000107,5.697093487,4.077537444,4.143134726,3.761200116,4.077537444,1.386294361,2.197224577,98.36,Very high
1067,1,67,Henry County,AL,9.25636481,5.517452896,9.738377032,9.752955318,9.402034535,9.455558478,8.358900612,8.476162842,6.583409222,6.523562306,4.955827058,4.682131227,4.442651256,4.59511985,2.564949357,2.302585093,94.99,High
1069,1,69,Houston County,AL,10.59815857,6.383506635,11.54398799,11.57008055,11.17890622,11.23982982,10.22114096,10.36435583,8.681859813,8.563695025,6.812345094,6.929516771,7.065613364,7.33628566,4.934473933,5.220355825,88.37,High
1071,1,71,Jackson County,AL,10.01261098,5.789960171,10.84140278,10.8517807,10.75911491,10.7928592,7.590346946,7.621684999,7.83991936,7.739794458,7.189922171,7.218176838,5.717027701,5.940171253,4.290459441,4.204692619,91.8,High
1073,1,73,Jefferson County,AL,12.86599132,9.389490238,13.37430583,13.39783065,12.74635124,12.80297871,12.48157333,12.65722788,10.67007105,10.55043371,8.069968149,8.135346949,9.422948621,9.519808398,6.075346031,6.426488457,75.04,Above Average
1075,1,75,Lamar County,AL,8.661293535,3.663561646,9.518413134,9.532786124,9.392411898,9.424887076,7.253470383,7.356279877,6.098074282,5.872117789,4.477336814,4.454347296,3.091042453,3.555348061,1.386294361,2.302585093,95.24,High
1077,1,77,Lauderdale County,AL,10.41921116,6.089044875,11.40985122,11.43743654,11.26908163,11.3429079,9.102198213,9.255122515,8.301521655,8.314097335,6.609349243,6.529418838,6.728628613,6.809039306,4.465908119,4.430816799,75.22,Above Average
1079,1,79,Lawrence County,AL,9.085117227,0,10.39255824,10.40195715,10.16358001,10.2072152,8.164794804,8.283746747,7.109062136,7.042286172,7.82084088,7.853604813,4.682131227,4.875197323,3.135494216,3.135494216,88.62,High
1081,1,81,Lee County,AL,11.55593706,8.178358166,11.97460706,12.01092114,11.67252413,11.67848228,10.47717529,10.62992443,9.184919995,9.079092085,6.940222469,6.862757913,8.947415951,8.847072313,5.379897354,5.347107531,26.11,Below Average
1083,1,83,Limestone County,AL,10.43066869,5.129898715,11.44224546,11.50201617,11.30164872,11.30802696,9.60015024,9.537267196,9.166597449,9.12554472,7.203405521,7.155396302,7.408530567,7.667626092,5.318119994,5.451038454,73.09,Above Average
1085,1,85,Lowndes County,AL,10.36709577,7.271703707,9.196342862,9.182557991,7.842671475,7.849713758,8.776938645,8.940891068,5.564520407,5.703782475,3.912023005,4.025351691,3.931825633,3.970291914,2.197224577,0,99.41,Very high
1087,1,87,Macon County,AL,9.524201756,6.385194399,9.722085573,9.801897697,8.083945702,8.074960359,9.468155845,9.696032786,6.368187186,6.202535517,4.521788577,4.770684624,5.081404365,4.718498871,1.945910149,2.48490665,99.88,Very high
1089,1,89,Madison County,AL,11.72834325,6.763884909,12.78751981,12.8290897,12.47052319,12.47607306,11.39300389,11.5284838,10.31751589,10.26182611,8.456593569,8.497398564,9.26926944,9.436200231,6.342121419,6.383506635,67.18,Above Average
1091,1,91,Marengo County,AL,10.03784361,6.69950034,9.840441251,9.84495761,9.062883903,9.118115428,9.088511664,9.280332744,6.721425701,6.646390515,4.48863637,4.48863637,4.17438727,4.406719247,3.784189634,3.555348061,99.07,Very high
1093,1,93,Marion County,AL,9.938806433,7.124478262,10.27322185,10.29920531,10.22172308,10.26601036,7.255591274,6.956545443,7.189167738,7.025538315,5.416100402,5.370638028,4.624972813,4.890349128,2.944438979,3.465735903,95.64,High
1095,1,95,Marshall County,AL,11.69820099,7.022868086,11.45765585,11.48013364,11.39534616,11.43428261,8.284251798,8.030409562,10.05839509,9.898776473,7.379008128,7.264730178,6.517671273,6.818924065,5.762051383,5.703782475,69.87,Above Average
1097,1,97,Mobile County,AL,12.70301636,9.422058906,12.91513747,12.93171122,12.38801913,12.44458942,11.84129352,12.01002126,9.876681458,9.827416116,8.533656917,8.597851094,9.087268374,9.212138754,5.789960171,5.762051383,82.37,Above Average
1099,1,99,Monroe County,AL,9.562053024,5.442417711,9.942371671,9.939481913,9.344434106,9.380504998,8.963416292,9.14676139,6.214608098,6.326149473,5.886104031,5.916202063,4.753590191,4.744932128,2.890371758,2.079441542,99.04,Very high
1101,1,101,Montgomery County,AL,12.50772789,8.800113947,12.28406094,12.33043841,11.28970691,11.33196698,11.72599444,11.89850074,9.494165014,9.417273237,7.105786129,7.236339343,8.946765375,9.013960458,5.736572297,5.774551546,86.82,High
1103,1,103,Morgan County,AL,11.18339309,5.82008293,11.66926232,11.69256844,11.50367279,11.52887755,9.659694766,9.733884768,9.746131742,9.586445325,7.578656851,7.525639975,6.775366091,7.01571242,5.463831805,5.262690189,71.61,Above Average
1105,1,105,Perry County,AL,9.407468436,4.234106505,9.028218795,9.096387492,7.87359779,7.947678571,8.619930269,8.799209242,5.342334252,5.446737372,3.80666249,3.761200116,4.442651256,3.610917913,1.945910149,1.791759469,98.92,Very high
1107,1,107,Pickens County,AL,9.726869699,6.214608098,9.804109109,9.899981413,9.399720293,9.327767789,8.946114376,9.034795799,7.600402335,7.036148494,4.605170186,4.17438727,4.317488114,4.369447852,4.521788577,4.025351691,92.61,High
1109,1,109,Pike County,AL,10.31956284,5.529429088,10.3434185,10.40771143,9.858333271,9.880321275,9.358932776,9.533075832,7.168579897,7.063048163,5.880532986,5.886104031,6.605297921,6.475432717,3.688879454,3.828641396,67.62,Above Average
1111,1,111,Randolph County,AL,9.798182591,6.715383386,10.01018717,10.0310889,9.7769034,9.808242371,8.349247801,8.464214267,7.002155954,6.894670039,5.129898715,5.267858159,4.65396035,5.003946306,3.63758616,3.135494216,93.88,High
1113,1,113,Russell County,AL,10.56898087,2.302585093,10.95166583,10.96752565,10.2782185,10.31503413,10.12926763,10.25857123,8.574329383,8.551594618,6.508769137,6.487684018,6.369900983,6.775366091,5.313205979,5.424950017,97.8,High
1115,1,115,St. Clair County,AL,10.39108549,5.402677382,11.37176505,11.40212797,11.26170389,11.29091877,9.145054905,9.056489647,8.107418812,8.113127104,6.455198563,6.419994928,6.768493212,6.88550967,4.343805422,4.543294782,80.08,Above Average
1117,1,117,Shelby County,AL,11.55732505,7.684324068,12.26772732,12.29088243,12.08082683,12.13249607,10.22625922,10.36788173,9.881344188,9.83397669,7.240649694,7.225481473,8.497602542,8.691314552,5.278114659,5.267858159,61.52,Above Average
1119,1,119,Sumter County,AL,10.02826827,6.782192056,9.372204087,9.427626804,8.030084094,8.130647968,8.996651979,9.18338019,5.463831805,5.398162702,3.091042453,4.007333185,5.278114659,5.703782475,1.609437912,1.791759469,99.51,Very high
1121,1,121,Talladega County,AL,10.17804639,6.280395839,11.24803501,11.28950688,10.83547445,10.87727331,10.12238209,10.26587117,8.135639903,7.817625443,6.481577129,6.376726948,6.424869024,6.586171655,4.158883083,4.127134385,92.55,High
1123,1,123,Tallapoosa County,AL,10.85168385,8.707978827,10.59292787,10.6057679,10.24689994,10.28339551,9.246768729,9.373224235,7.461640392,7.26612878,5.673323267,5.627621114,5.537334267,5.717027701,3.737669618,3.80666249,93.16,High
1125,1,125,Tuscaloosa County,AL,11.90850184,7.910590612,12.19749597,12.25178665,11.80688529,11.82918042,11.03799773,11.22566997,9.503532238,9.377040548,7.157735484,7.019296654,8.258681496,8.230577217,5.327876169,5.375278408,55.15,Above Average
1127,1,127,Walker County,AL,11.03712909,7.33628566,11.04597318,11.05912584,10.94827703,10.995847,8.28878581,8.398860004,7.945201132,7.754910272,6.478509642,6.267200549,6.011267174,6.068425588,4.672828834,4.317488114,90.01,High
1129,1,129,Washington County,AL,9.286930974,6.400257445,9.692087278,9.700514208,9.283683766,9.305741457,8.205491613,8.303752416,6.054439346,5.950642553,7.123672785,7.311218384,5.771441123,4.521788577,3.295836866,3.526360525,90.6,High
1131,1,131,Wilcox County,AL,9.960293126,6.495265556,9.258463647,9.246961555,7.963807953,7.984462732,8.838116598,8.974238219,5.509388337,5.356586275,3.63758616,3.828641396,3.63758616,3.17805383,1.609437912,1.386294361,99.91,Very high
1133,1,133,Winston County,AL,9.686885062,5.455321115,10.05770966,10.07023005,10.01851123,10.0540174,5.805134969,5.627621114,7.138073034,7.022868086,5.802118375,5.739792912,4.521788577,4.8978398,4.248495242,3.663561646,95.76,High
2013,2,13,Aleutians East Borough,AK,2.397895273,0,8.163371316,8.112827479,7.020190708,5.978885765,6.445719819,4.356708827,7.030857476,5.891644212,6.625392368,6.49375384,7.5750717,6.905753276,4.007333185,3.610917913,72.22,Above Average
2016,2,16,Aleutians West Census Area,AK,3.496507561,0,8.615226932,8.636574948,7.959625305,7.045776577,6.608000625,4.762173935,7.467942332,6.453624999,6.705639095,6.483107351,7.923348212,7.518064181,5.541263545,4.394449155,42.1,Below Average
2020,2,20,Municipality of Anchorage,AK,10.784234,6.461468176,12.56187471,12.57071576,12.21468049,12.13678687,10.00129461,9.882314987,10.67417431,10.61912981,10.34903838,10.4295761,10.31781329,10.46624127,9.118444357,9.144414222,9.22,Low
2050,2,50,Bethel Census Area,AK,6.391917113,0,9.79573529,9.819344784,7.77569575,7.592366129,5.420534999,5.303304908,6.7310181,6.59441346,9.684149252,9.636849167,5.509388337,5.459585514,4.248495242,4.304065093,18.06,Below Average
2060,2,60,Bristol Bay Borough,AK,0,0,6.755768922,6.728628613,6.144185634,5.948034989,3.36729583,2.63905733,4.753590191,4.553876892,5.857933154,5.880532986,3.433987204,3.555348061,1.098612289,1.945910149,76.37,Above Average
2068,2,68,Denali Borough,AK,2.63905733,0,7.582738489,7.648263031,7.587310506,7.371489295,4.234106505,3.610917913,4.912654886,4.672828834,5.105945474,4.691347882,4.912654886,4.691347882,1.386294361,1.386294361,7.49,Low
2070,2,70,Dillingham Census Area,AK,0,0,8.509564164,8.500250471,6.940222469,6.841615476,4.317488114,3.871201011,5.517452896,5.780743516,8.235360644,8.237479289,4.406719247,4.317488114,3.295836866,2.302585093,43.8,Below Average
2090,2,90,Fairbanks North Star Borough,AK,9.712629665,5.525452939,11.45523279,11.48090834,11.32773981,11.1494273,8.824971966,8.54694615,9.51088931,9.305377787,9.183996397,9.195226734,8.305731145,8.40469616,6.690842277,6.646390515,6.62,Low
2100,2,100,Haines Borough,AK,4.762173935,0,7.812782819,7.835974582,7.661527081,7.64921632,3.465735903,3.258096538,4.859812404,5.043425117,5.81711116,5.880532986,3.33220451,3.951243719,0.693147181,1.386294361,19.61,Below Average
2105,2,105,Hoonah-Angoon Census Area,AK,3.433987204,0,7.672757897,7.672292456,7.057036982,7.031741259,4.605170186,3.218875825,5.262690189,5.33753808,6.880384082,6.712956201,3.737669618,3.36729583,2.302585093,0,62.85,Above Average
2110,2,110,City and Borough of Juneau,AK,8.414274137,2.890371758,10.35143727,10.37267835,10.07870057,10.02773851,6.628041376,6.255750042,8.214735833,8.116715625,8.510168576,8.537779825,7.869401713,7.969703583,6.329720906,6.115892125,8.29,Low
2122,2,122,Kenai Peninsula Borough,AK,9.329633378,5.327876169,10.95513052,10.98033128,10.87453159,10.78087112,6.643789733,6.261491684,8.313361951,8.221210094,8.743212603,8.652772486,7.113142109,7.427144133,5.676753802,5.575949103,23.35,Below Average
2130,2,130,Ketchikan Gateway Borough,AK,7.784057003,0,9.52566193,9.539716059,9.243194709,9.164505836,5.497168225,5.159055299,7.211556733,7.005789019,7.790282381,7.800572655,7.058758153,7.230563153,4.521788577,4.343805422,33.16,Below Average
2150,2,150,Kodiak Island Borough,AK,5.484796933,0,9.48204549,9.472550778,9.03085479,8.828201089,5.624017506,5.111987788,7.56112159,7.374001859,7.626570206,7.636269603,7.989560449,8.024207486,5.293304825,4.9698133,13.8,Low
2158,2,158,Kusilvak Census Area,AK,4.007333185,0,9.021477467,9.02569612,6.056784013,5.942799375,5.030437921,3.465735903,6.139884552,5.659482216,9.002085433,8.910585718,3.970291914,3.80666249,1.945910149,1.791759469,7.3,Low
2164,2,164,Lake and Peninsula Borough,AK,4.343805422,0,7.365812837,7.372746366,6.21860012,5.988961417,3.36729583,3.401197382,4.624972813,4.189654742,6.951772164,6.959398512,3.784189634,4.290459441,2.079441542,1.386294361,46.15,Below Average
2170,2,170,Matanuska-Susitna Borough,AK,8.967376693,4.844187086,11.5667316,11.59281739,11.48258996,11.39532366,7.740664402,7.516433303,9.095153962,9.070273383,9.253304071,9.206131527,7.768956045,8.07184315,6.618738984,6.64118217,18.06,Below Average
2180,2,180,Nome Census Area,AK,6.313548046,0,9.194007717,9.210740292,7.616775809,7.443078374,4.709530201,4.682131227,6.079933195,6.135564891,9.006386515,8.920255415,5.351858133,5.043425117,3.555348061,3.433987204,42.38,Below Average
2185,2,185,North Slope Borough,AK,5.587248658,0,9.191565217,9.193397651,8.592300664,7.284820913,5.59471138,4.955827058,6.74051936,6.131226489,8.650149419,8.544029845,6.542471961,6.232448017,5.438079309,5.214935758,37.09,Below Average
2188,2,188,Northwest Arctic Borough,AK,6.00635316,0,8.935903526,8.938662874,7.170888479,6.768493212,5.129898715,5.003946306,6.161207322,5.983936281,8.794218684,8.684231891,4.672828834,4.682131227,3.496507561,2.890371758,57.32,Above Average
2195,2,195,Petersburg Census Area,AK,6.159095388,4.770684624,8.074649075,8.091321274,7.871692664,7.811568489,4.700480366,3.970291914,5.872117789,5.472270674,6.198478716,6.06610809,4.762173935,5.204006687,4.094344562,2.772588722,13.45,Low
2198,2,198,Prince of Wales-Hyder Census Area,AK,5.463831805,0,8.764365721,8.732788325,8.165647925,7.906547232,4.465908119,3.951243719,6.035481433,5.802118375,8.027150107,7.882314919,4.787491743,5.003946306,3.828641396,3.761200116,81.1,Above Average
2220,2,220,Sitka City and Borough,AK,6.548219103,0,9.049232212,9.046997574,8.711113884,8.666819365,5.017279837,4.727387819,6.977281342,6.814542897,7.430707083,7.372746366,6.582025139,6.647688374,4.248495242,4.219507705,12,Low
2230,2,230,Skagway Municipality,AK,0,0,7.044032897,7.075808864,7.003974137,6.894670039,2.564949357,2.63905733,4.890349128,4.663439094,4.465908119,4.382026635,3.555348061,3.784189634,1.386294361,1.386294361,13.95,Low
2240,2,240,Southeast Fairbanks Census Area,AK,6.025865974,0,8.833899943,8.838261683,8.715224042,8.498010372,5.384495063,4.919980926,6.646390515,6.588926478,6.959398512,6.779921907,5.192956851,5.433722004,3.931825633,3.970291914,22.92,Below Average
2261,2,261,Valdez-Cordova Census Area,AK,6.075346031,0,9.113609183,9.127176131,8.913953859,8.768418727,4.882801923,4.859812404,6.684611728,6.725033642,7.368970402,7.344719054,6.29710932,6.192362489,4.317488114,4.143134726,31.64,Below Average
2275,2,275,Wrangell City and Borough,AK,5.075173815,0,7.816416984,7.824845691,7.568379268,7.466799475,3.713572067,3.433987204,4.852030264,4.672828834,6.272877007,6.23636959,4.584967479,4.663439094,0.693147181,2.48490665,81.5,Above Average
2282,2,282,Yakutat City and Borough,AK,0,0,6.403574198,6.361302478,5.666426688,5.231108617,3.433987204,2.197224577,3.871201011,3.526360525,5.568344504,5.613128106,3.970291914,3.610917913,1.945910149,2.564949357,28.73,Below Average
2290,2,290,Yukon-Koyukuk Census Area,AK,6.436150368,1.609437912,8.576216532,8.562166557,7.317876199,7.127693699,4.304065093,4.262679877,5.579729826,5.446737372,8.265392931,8.174421153,3.465735903,4.143134726,3.044522438,2.63905733,38.63,Below Average
4001,4,1,Apache County,AZ,12.07748899,8.671115274,11.16953334,11.18285072,9.740850969,9.68009397,6.502790046,6.386879319,8.939974177,8.81936971,10.87386866,10.92877618,6.109247583,6.035481433,4.584967479,4.189654742,73.68,Above Average
4003,4,3,Cochise County,AZ,10.7220552,6.944087208,11.70331439,11.74341795,11.6399369,11.61819498,8.900957873,8.614319902,11.12779226,11.12880591,8.046869511,7.957177323,7.999342953,8.378620542,6.65544035,6.599870499,26.51,Below Average
4005,4,5,Coconino County,AZ,11.96179483,9.047586121,11.78633618,11.87392305,11.47205139,11.47826155,7.969703583,7.883446354,10.35999426,10.34135531,10.57052174,10.64380454,8.1285852,8.29154651,6.079933195,6.318968114,6.5,Low
4007,4,7,Gila County,AZ,9.92744819,6.28785856,10.87678224,10.8970726,10.65554023,10.66825748,6.401917197,6.17586727,9.661543372,9.630562721,9.20532783,9.237371711,6.226536669,6.455198563,4.682131227,4.65396035,67.18,Above Average
4009,4,9,Graham County,AZ,9.263027694,5.081404365,10.47033428,10.56712868,10.44819273,10.29573232,7.128495946,6.216606101,9.998024706,9.734121707,8.58839695,8.612139669,5.978885765,5.874930731,4.912654886,4.691347882,26.11,Below Average
4011,4,11,Greenlee County,AZ,7.379008128,3.828641396,9.147187557,9.158836529,9.104868739,9.030016818,5.579729826,5.416100402,8.856945756,8.801920904,6.148468296,6.126869184,4.382026635,4.727387819,3.044522438,2.890371758,20.66,Below Average
4012,4,12,La Paz County,AZ,9.952801389,5.669880923,9.94251594,9.957407395,9.749228534,9.668334677,5.888877958,5.746203191,9.144627829,9.081938657,8.25997566,8.332067707,5.347107531,5.513428746,4.158883083,3.951243719,79.21,Above Average
4013,4,13,Maricopa County,AZ,15.12818959,11.16891287,15.28453079,15.31634136,15.13449242,15.15377157,12.66408593,12.66243997,14.57512877,14.57183393,11.86966241,11.92028877,12.31579663,12.41315185,9.829518032,9.818691901,9.4,Low
4015,4,15,Mohave County,AZ,11.44132205,8.762333041,12.22757481,12.26519496,12.20265682,12.17895322,8.345930262,7.889459149,10.95762535,10.85396713,8.953898535,8.97055918,7.940939762,8.256607345,6.573680167,6.626717749,61.52,Above Average
4017,4,17,Navajo County,AZ,12.51799967,9.116578992,11.59370329,11.61660056,10.97255087,10.92532678,7.509335266,7.04053639,9.964911855,9.768755439,10.81484614,10.87904669,6.668228248,6.886531643,5.828945618,5.303304908,61.21,Above Average
4019,4,19,Pima County,AZ,13.31134107,10.0795395,13.83057058,13.86170593,13.69471599,13.7309772,10.88380417,10.74302682,13.28448223,13.3219746,10.83637971,10.87132655,10.56312965,10.67449814,8.158516245,8.178919333,9.4,Low
4021,4,21,Pinal County,AZ,12.51500116,8.608677882,12.95091766,13.04502651,12.90320438,12.83713695,10.30725121,10.1398237,12.36112149,12.19830254,10.51864616,10.32216499,9.267287652,9.317219734,8.172446818,7.393263095,30.68,Below Average
4023,4,23,Santa Cruz County,AZ,11.5638657,7.230563153,10.74216263,10.74716458,10.67009428,10.7417735,6.293419279,6.295266001,10.92633409,11.01710339,6.677083461,6.762729507,5.929589143,6.120297419,4.418840608,4.369447852,11.72,Low
4025,4,25,Yavapai County,AZ,11.01835042,7.180831199,12.33765339,12.36776198,12.28612151,12.33202224,8.015327309,7.80710329,10.89746129,10.84345575,8.767640577,8.805674944,8.079308192,8.320448114,6.396929655,6.350885717,26.91,Below Average
4027,4,27,Yuma County,AZ,12.87770503,8.810907036,12.22200505,12.27273547,12.21435823,12.1671031,8.976135873,8.471149253,12.26036195,12.23323051,8.731013415,8.608677882,8.270525095,8.372398607,6.727431725,6.590301048,48.69,Below Average
5001,5,1,Arkansas County,AR,8.206037763,0,9.768698226,9.76915584,9.432923766,9.466454375,8.321421587,8.490438454,6.922643891,6.721425701,4.700480366,4.919980926,5.030437921,5.135798437,2.48490665,2.48490665,85.62,High
5003,5,3,Ashley County,AR,8.724532511,4.682131227,9.894749487,9.886188788,9.569202921,9.586513975,8.412054873,8.578664514,7.554334824,7.31986493,5.517452896,5.231108617,4.189654742,4.219507705,3.433987204,2.833213344,95.64,High
5005,5,5,Baxter County,AR,7.579167967,0,10.62237558,10.64380454,10.5866854,10.64556774,5.717027701,5.411646052,7.442492723,7.429520843,6.336825731,6.361302478,5.267858159,5.789960171,3.583518938,3.828641396,93.26,High
5007,5,7,Benton County,AR,12.03910265,6.982862751,12.50546958,12.53947231,12.42058707,12.4426101,8.852950887,8.752581469,11.20695721,11.16078309,8.887376485,8.908018323,9.521274996,9.35884658,7.729295674,7.675081858,28.21,Below Average
